event_type,event_family,example_id,trajectory_id,matched_role,current_reasoning_step_idx,previous_action,current_action,previous_action_entropy_bits,current_action_entropy_bits,delta_action_entropy_bits,previous_action_confidence,current_action_confidence,delta_action_confidence
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,113,LEFT,DOWN,0.9354309435167806,0.7475267932808705,-0.18790415023591012,0.8055574297904968,0.8546473383903503,0.049089908599853516
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,113,LEFT,DOWN,0.9354309435167806,0.7475267932808705,-0.18790415023591012,0.8055574297904968,0.8546473383903503,0.049089908599853516
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,115,DOWN,LEFT,1.2281746572241452,1.634911765102632,0.4067371078784867,0.5986714959144592,0.4072772562503814,-0.19139423966407781
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,115,DOWN,LEFT,1.2281746572241452,1.634911765102632,0.4067371078784867,0.5986714959144592,0.4072772562503814,-0.19139423966407781
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,116,LEFT,RIGHT,1.634911765102632,0.8654602041329744,-0.7694515609696575,0.4072772562503814,0.817470371723175,0.41019311547279363
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,116,LEFT,RIGHT,1.634911765102632,0.8654602041329744,-0.7694515609696575,0.4072772562503814,0.817470371723175,0.41019311547279363
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,117,RIGHT,LEFT,0.8654602041329744,1.6361480311532233,0.7706878270202489,0.817470371723175,0.4119532406330108,-0.40551713109016424
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,117,RIGHT,LEFT,0.8654602041329744,1.6361480311532233,0.7706878270202489,0.817470371723175,0.4119532406330108,-0.40551713109016424
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,119,LEFT,RIGHT,1.6329990801892798,0.3315352187259965,-1.3014638614632832,0.3665974140167236,0.943215548992157,0.5766181349754333
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,119,LEFT,RIGHT,1.6329990801892798,0.3315352187259965,-1.3014638614632832,0.3665974140167236,0.943215548992157,0.5766181349754333
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,151,RIGHT,LEFT,0.2528177451239648,1.286226652613199,1.033408907489234,0.9663034677505492,0.657155454158783,-0.30914801359176625
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,151,RIGHT,LEFT,0.2528177451239648,1.286226652613199,1.033408907489234,0.9663034677505492,0.657155454158783,-0.30914801359176625
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,154,LEFT,UP,1.152471649071609,1.8206896403868948,0.6682179913152859,0.7281070351600647,0.3448119163513183,-0.3832951188087464
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,155,UP,RIGHT,1.8206896403868948,0.9519415650693568,-0.8687480753175381,0.3448119163513183,0.8194020390510559,0.4745901226997376
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,155,UP,RIGHT,1.8206896403868948,0.9519415650693568,-0.8687480753175381,0.3448119163513183,0.8194020390510559,0.4745901226997376
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,control,155,,RIGHT,1.8206896403868948,0.9519415650693568,-0.8687480753175381,0.3448119163513183,0.8194020390510559,0.4745901226997376
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,1,RIGHT,UP,1.849021441661484,1.7973443587851126,-0.051677082876371516,0.4193384051322937,0.3861911594867706,-0.03314724564552313
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,3,UP,RIGHT,1.7829364095486733,1.6079872156223458,-0.17494919392632746,0.4763073027133941,0.4742920398712158,-0.002015262842178289
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,4,RIGHT,UP,1.6079872156223458,1.6251328469299955,0.017145631307649678,0.4742920398712158,0.4737420976161957,-0.0005499422550201416
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,6,UP,RIGHT,1.5993611814582864,1.6861819991927716,0.08682081773448513,0.4147347807884216,0.4266059696674347,0.011871188879013117
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,7,RIGHT,UP,1.6861819991927716,1.7650673343375902,0.07888533514481866,0.4266059696674347,0.3886499404907226,-0.03795602917671209
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,8,UP,RIGHT,1.7650673343375902,1.848685725889582,0.08361839155199169,0.3886499404907226,0.375747412443161,-0.01290252804756159
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,9,RIGHT,UP,1.848685725889582,1.7158437495475636,-0.13284197634201833,0.375747412443161,0.458201140165329,0.08245372772216797
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,14,UP,LEFT,1.584377354850354,1.387893344862242,-0.196484009988112,0.5789864659309387,0.6820028424263,0.10301637649536133
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,16,LEFT,DOWN,1.4963123185801943,1.6816670528301083,0.185354734249914,0.5489717721939087,0.4354822635650635,-0.11348950862884521
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,16,LEFT,DOWN,1.4963123185801943,1.6816670528301083,0.185354734249914,0.5489717721939087,0.4354822635650635,-0.11348950862884521
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,17,DOWN,UP,1.6816670528301083,1.2378395888414964,-0.44382746398861195,0.4354822635650635,0.4803874790668487,0.04490521550178522
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,17,DOWN,UP,1.6816670528301083,1.2378395888414964,-0.44382746398861195,0.4354822635650635,0.4803874790668487,0.04490521550178522
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,24,UP,DOWN,1.3239038549258464,0.3827194760721982,-0.9411843788536483,0.5094982981681824,0.9391736388206482,0.4296753406524658
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,24,UP,DOWN,1.3239038549258464,0.3827194760721982,-0.9411843788536483,0.5094982981681824,0.9391736388206482,0.4296753406524658
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,25,DOWN,UP,0.3827194760721982,1.0840458133542907,0.7013263372820926,0.9391736388206482,0.5799851417541504,-0.3591884970664978
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,25,DOWN,UP,0.3827194760721982,1.0840458133542907,0.7013263372820926,0.9391736388206482,0.5799851417541504,-0.3591884970664978
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,26,UP,DOWN,1.0840458133542907,0.9724586987897852,-0.11158711456450554,0.5799851417541504,0.7274963855743408,0.14751124382019043
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,26,UP,DOWN,1.0840458133542907,0.9724586987897852,-0.11158711456450554,0.5799851417541504,0.7274963855743408,0.14751124382019043
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,27,DOWN,UP,0.9724586987897852,0.8789098607755729,-0.09354883801421232,0.7274963855743408,0.7646486163139343,0.037152230739593506
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,27,DOWN,UP,0.9724586987897852,0.8789098607755729,-0.09354883801421232,0.7274963855743408,0.7646486163139343,0.037152230739593506
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,29,UP,DOWN,1.1279582241496722,0.1166575076986284,-1.0113007164510437,0.5325962901115417,0.9864808320999146,0.4538845419883728
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,29,UP,DOWN,1.1279582241496722,0.1166575076986284,-1.0113007164510437,0.5325962901115417,0.9864808320999146,0.4538845419883728
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,33,DOWN,UP,1.0731570834909434,1.420290452455678,0.3471333689647347,0.7482315301895142,0.5862972736358643,-0.1619342565536499
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,33,DOWN,UP,1.0731570834909434,1.420290452455678,0.3471333689647347,0.7482315301895142,0.5862972736358643,-0.1619342565536499
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,34,UP,DOWN,1.420290452455678,0.0547130607975776,-1.3655773916581004,0.5862972736358643,0.9945058226585388,0.40820854902267456
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,34,UP,DOWN,1.420290452455678,0.0547130607975776,-1.3655773916581004,0.5862972736358643,0.9945058226585388,0.40820854902267456
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,114,DOWN,LEFT,0.0202934711279106,1.2432565991649298,1.2229631280370192,0.9980661273002625,0.5204046368598938,-0.47766149044036865
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,114,DOWN,LEFT,0.0202934711279106,1.2432565991649298,1.2229631280370192,0.9980661273002625,0.5204046368598938,-0.47766149044036865
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,114,,LEFT,0.0202934711279106,1.2432565991649298,1.2229631280370192,0.9980661273002625,0.5204046368598938,-0.47766149044036865
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,4,RIGHT,DOWN,1.7342465452347935,1.5360619140884104,-0.19818463114638307,0.4561806917190552,0.5890381336212158,0.13285744190216064
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,8,DOWN,UP,1.6723520630754236,1.9167664409013163,0.2444143778258927,0.5663136839866638,0.4050840735435486,-0.16122961044311523
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,8,DOWN,UP,1.6723520630754236,1.9167664409013163,0.2444143778258927,0.5663136839866638,0.4050840735435486,-0.16122961044311523
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,10,UP,LEFT,1.9543584813458283,1.9470043935882568,-0.007354087757571515,0.3305046856403351,0.360429584980011,0.029924899339675903
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,11,LEFT,RIGHT,1.9470043935882568,1.7882981546869825,-0.15870623890127433,0.360429584980011,0.482693076133728,0.12226349115371704
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,11,LEFT,RIGHT,1.9470043935882568,1.7882981546869825,-0.15870623890127433,0.360429584980011,0.482693076133728,0.12226349115371704
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,17,RIGHT,LEFT,1.9045269464335732,1.810176461420221,-0.0943504850133523,0.3805982768535614,0.4675784111022949,0.08698013424873352
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,17,RIGHT,LEFT,1.9045269464335732,1.810176461420221,-0.0943504850133523,0.3805982768535614,0.4675784111022949,0.08698013424873352
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,20,LEFT,RIGHT,1.7514112850395076,1.4046558763983286,-0.34675540864117904,0.519564688205719,0.6627911329269409,0.14322644472122192
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,20,LEFT,RIGHT,1.7514112850395076,1.4046558763983286,-0.34675540864117904,0.519564688205719,0.6627911329269409,0.14322644472122192
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,23,RIGHT,LEFT,0.618617216983021,1.012690952345488,0.3940737353624669,0.8795945644378662,0.8036605715751648,-0.07593399286270142
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,23,RIGHT,LEFT,0.618617216983021,1.012690952345488,0.3940737353624669,0.8795945644378662,0.8036605715751648,-0.07593399286270142
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,26,LEFT,RIGHT,1.4389695155303226,1.7164585732384352,0.2774890577081126,0.6428282260894775,0.5209197402000427,-0.12190848588943481
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,26,LEFT,RIGHT,1.4389695155303226,1.7164585732384352,0.2774890577081126,0.6428282260894775,0.5209197402000427,-0.12190848588943481
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,28,RIGHT,LEFT,1.610102683376648,1.2655700783867745,-0.3445326049898736,0.5261162519454956,0.7110127210617065,0.18489646911621094
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,28,RIGHT,LEFT,1.610102683376648,1.2655700783867745,-0.3445326049898736,0.5261162519454956,0.7110127210617065,0.18489646911621094
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,34,LEFT,RIGHT,1.5612212047216858,1.5643059333232443,0.0030847286015585063,0.4713729619979858,0.559242308139801,0.08786934614181524
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,34,LEFT,RIGHT,1.5612212047216858,1.5643059333232443,0.0030847286015585063,0.4713729619979858,0.559242308139801,0.08786934614181524
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,39,RIGHT,LEFT,1.347655140427448,1.668815580385271,0.32116043995782295,0.7016300559043884,0.5609691143035889,-0.14066094160079956
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,39,RIGHT,LEFT,1.347655140427448,1.668815580385271,0.32116043995782295,0.7016300559043884,0.5609691143035889,-0.14066094160079956
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,40,LEFT,RIGHT,1.668815580385271,0.9765340944780878,-0.6922814859071831,0.5609691143035889,0.8141606450080872,0.2531915307044983
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,40,LEFT,RIGHT,1.668815580385271,0.9765340944780878,-0.6922814859071831,0.5609691143035889,0.8141606450080872,0.2531915307044983
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,41,RIGHT,LEFT,0.9765340944780878,1.5817094039959458,0.605175309517858,0.8141606450080872,0.6000919938087463,-0.21406865119934082
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,41,RIGHT,LEFT,0.9765340944780878,1.5817094039959458,0.605175309517858,0.8141606450080872,0.6000919938087463,-0.21406865119934082
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,46,LEFT,UP,1.1420525954851846,1.421684991596022,0.27963239611083734,0.7666203379631042,0.6573998332023621,-0.10922050476074219
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,48,UP,LEFT,1.45726432178853,1.7189598651735434,0.26169554338501344,0.6441988348960876,0.5273013710975647,-0.11689746379852295
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,56,LEFT,RIGHT,1.652048971144192,0.2703477758854272,-1.3817011952587648,0.4153981804847717,0.9540418982505798,0.5386437177658081
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,56,LEFT,RIGHT,1.652048971144192,0.2703477758854272,-1.3817011952587648,0.4153981804847717,0.9540418982505798,0.5386437177658081
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,60,RIGHT,LEFT,1.102433435019678,1.844534178085289,0.742100743065611,0.748653769493103,0.3633715510368347,-0.3852822184562683
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,60,RIGHT,LEFT,1.102433435019678,1.844534178085289,0.742100743065611,0.748653769493103,0.3633715510368347,-0.3852822184562683
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,61,LEFT,RIGHT,1.844534178085289,0.8425339551634836,-1.0020002229218055,0.3633715510368347,0.8332558274269104,0.4698842763900757
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,61,LEFT,RIGHT,1.844534178085289,0.8425339551634836,-1.0020002229218055,0.3633715510368347,0.8332558274269104,0.4698842763900757
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,72,RIGHT,DOWN,0.6039629194702708,1.0106881433527497,0.4067252238824789,0.8696103096008301,0.5861769914627075,-0.28343331813812256
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,73,DOWN,RIGHT,1.0106881433527497,0.2376310912112151,-0.7730570521415346,0.5861769914627075,0.964544713497162,0.37836772203445446
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,144,RIGHT,DOWN,0.8853005532323222,0.7679855754914496,-0.11731497774087252,0.70839524269104,0.7771269083023071,0.06873166561126709
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,146,DOWN,RIGHT,1.004775641161063,0.8250476962347313,-0.17972794492633182,0.499807059764862,0.7445183396339417,0.24471127986907965
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_33,failure,146,,RIGHT,1.004775641161063,0.8250476962347313,-0.17972794492633182,0.499807059764862,0.7445183396339417,0.24471127986907965
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,failure,28,UP,LEFT,1.0176874859847194,1.0474821160650496,0.02979463008033023,0.5857411623001099,0.541179358959198,-0.044561803340911865
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,failure,59,LEFT,UP,1.0198819450302132,1.014041669907123,-0.005840275123090155,0.585383951663971,0.5858667492866516,0.00048279762268066406
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,failure,61,UP,LEFT,1.0177460506583391,0.6751553692651385,-0.3425906813932006,0.4991092383861542,0.830947756767273,0.3318385183811188
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,failure,66,LEFT,UP,0.5001848145871801,1.008869163394272,0.5086843488070918,0.89373779296875,0.5437606573104858,-0.34997713565826416
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_34,failure,67,UP,LEFT,1.008869163394272,0.96431145954509,-0.044557703849181896,0.5437606573104858,0.6299574375152588,0.08619678020477295
